Tiempo (s),Temperatura (°C),Estado Servo
420.22,100.75,Cerrado
420.31,100.75,Cerrado
420.46,100.50,Cerrado
420.67,101.00,Cerrado
421.29,101.00,Cerrado
421.49,100.50,Cerrado
421.69,101.25,Cerrado
421.90,101.25,Cerrado
422.36,100.75,Cerrado
422.51,100.75,Cerrado
422.72,101.25,Cerrado
422.91,101.25,Cerrado
423.42,101.25,Cerrado
423.55,101.25,Cerrado
423.72,101.00,Cerrado
423.95,101.50,Cerrado
424.48,101.25,Cerrado
424.60,101.25,Cerrado
424.75,101.25,Cerrado
424.94,101.75,Cerrado
425.53,101.75,Cerrado
425.66,101.75,Cerrado
425.77,101.75,Cerrado
425.96,102.00,Cerrado
426.17,102.00,Cerrado
426.38,102.00,Cerrado
426.57,101.75,Cerrado
427.15,102.00,Cerrado
427.27,102.00,Cerrado
427.39,102.00,Cerrado
427.59,102.25,Cerrado
428.20,102.25,Cerrado
428.39,102.25,Cerrado
428.60,102.75,Cerrado
428.81,102.00,Cerrado
429.26,102.75,Cerrado
429.42,102.75,Cerrado
429.62,102.75,Cerrado
429.82,102.75,Cerrado
430.03,102.50,Cerrado
430.23,102.75,Cerrado
430.81,102.75,Cerrado
430.94,102.75,Cerrado
431.06,102.75,Cerrado
431.27,103.00,Cerrado
431.85,103.00,Cerrado
431.95,103.00,Cerrado
432.07,103.00,Cerrado
432.28,103.50,Cerrado
432.89,103.25,Cerrado
433.10,103.25,Cerrado
433.30,103.75,Cerrado
433.93,103.75,Cerrado
434.12,103.75,Cerrado
434.33,103.50,Cerrado
434.52,103.50,Cerrado
435.00,104.00,Cerrado
435.14,104.00,Cerrado
435.33,103.75,Cerrado
435.54,104.00,Cerrado
435.73,103.75,Cerrado
435.96,104.00,Cerrado
436.52,103.75,Cerrado
436.65,103.75,Cerrado
436.77,103.75,Cerrado
436.98,104.25,Cerrado
437.56,104.50,Cerrado
437.69,104.50,Cerrado
437.81,104.50,Cerrado
438.01,104.00,Cerrado
438.60,104.25,Cerrado
438.72,104.25,Cerrado
438.85,104.25,Cerrado
439.06,104.50,Cerrado
439.64,104.75,Cerrado
439.77,104.75,Cerrado
439.89,104.75,Cerrado
440.08,104.75,Cerrado
440.28,104.75,Cerrado
440.48,104.25,Cerrado
440.68,104.75,Cerrado
441.28,105.25,Cerrado
441.39,105.25,Cerrado
441.81,105.00,Cerrado
441.94,105.00,Cerrado
442.12,105.00,Cerrado
442.32,105.00,Cerrado
442.84,105.50,Cerrado
442.96,105.50,Cerrado
443.12,105.50,Cerrado
443.33,105.25,Cerrado
443.89,105.25,Cerrado
444.03,105.25,Cerrado
444.16,105.25,Cerrado
444.34,105.25,Cerrado
444.95,105.00,Cerrado
445.05,105.00,Cerrado
445.19,105.75,Cerrado
445.36,106.00,Cerrado
446.00,106.00,Cerrado
446.16,106.00,Cerrado
446.37,105.75,Cerrado
446.58,105.75,Cerrado
446.77,106.00,Cerrado
446.98,105.50,Cerrado
447.59,105.75,Cerrado
447.79,106.00,Cerrado
447.99,106.00,Cerrado
448.19,106.25,Cerrado
448.40,106.00,Cerrado
448.61,106.50,Cerrado
449.20,106.50,Cerrado
449.30,106.50,Cerrado
449.44,106.25,Cerrado
449.63,106.50,Cerrado
450.26,106.75,Cerrado
450.46,106.75,Cerrado
450.64,106.75,Cerrado
450.86,106.75,Cerrado
451.33,107.00,Cerrado
451.49,107.00,Cerrado
451.70,106.75,Cerrado
451.89,106.75,Cerrado
452.09,107.25,Cerrado
452.30,107.25,Cerrado
452.88,107.00,Cerrado
453.02,107.00,Cerrado
453.17,107.00,Cerrado
453.31,107.00,Cerrado
453.92,107.50,Cerrado
454.13,107.50,Cerrado
454.33,107.50,Cerrado
454.96,107.25,Cerrado
455.15,107.75,Cerrado
455.34,107.50,Cerrado
455.55,107.75,Cerrado
455.76,107.75,Cerrado
455.95,108.00,Cerrado
456.16,108.00,Cerrado
456.36,108.00,Cerrado
456.56,107.25,Cerrado
457.05,107.25,Cerrado
457.18,107.25,Cerrado
457.37,108.00,Cerrado
457.58,107.75,Cerrado
458.12,107.75,Cerrado
458.25,107.75,Cerrado
458.38,107.75,Cerrado
458.59,108.00,Cerrado
459.18,108.25,Cerrado
459.28,108.25,Cerrado
459.40,108.50,Cerrado
459.61,108.25,Cerrado
460.25,108.25,Cerrado
460.41,108.25,Cerrado
460.62,108.50,Cerrado
460.83,108.50,Cerrado
461.02,108.00,Cerrado
461.24,108.50,Cerrado
461.80,108.75,Cerrado
461.93,108.75,Cerrado
462.06,108.75,Cerrado
462.25,108.25,Cerrado
462.86,109.00,Cerrado
462.96,109.00,Cerrado
463.11,109.00,Cerrado
463.27,109.00,Cerrado
463.90,108.75,Cerrado
464.09,109.00,Cerrado
464.30,109.00,Cerrado
464.92,109.25,Cerrado
465.11,109.25,Cerrado
465.32,108.75,Cerrado
465.51,109.25,Cerrado
465.72,109.00,Cerrado
465.93,109.50,Cerrado
466.52,109.50,Cerrado
466.62,109.50,Cerrado
466.74,109.50,Cerrado
466.94,109.50,Cerrado
467.56,109.50,Cerrado
467.75,110.00,Cerrado
467.96,109.50,Cerrado
468.60,109.75,Cerrado
468.76,109.75,Cerrado
468.97,110.00,Cerrado
469.17,109.50,Cerrado
469.67,109.25,Cerrado
469.80,109.25,Cerrado
469.97,110.00,Cerrado
470.18,110.00,Cerrado
470.71,110.00,Cerrado
470.84,110.00,Cerrado
471.00,110.00,Cerrado
471.21,110.25,Cerrado
471.77,110.50,Cerrado
471.89,110.50,Cerrado
472.01,110.50,Cerrado
472.21,109.75,Cerrado
472.84,110.50,Cerrado
473.03,110.50,Cerrado
473.24,110.75,Cerrado
473.43,110.25,Cerrado
473.89,110.25,Cerrado
474.05,110.25,Cerrado
474.24,110.75,Cerrado
474.45,110.50,Cerrado
474.95,111.00,Cerrado
475.08,111.00,Cerrado
475.27,110.00,Cerrado
475.46,110.75,Cerrado
475.99,111.25,Cerrado
476.10,111.25,Cerrado
476.27,111.25,Cerrado
476.48,111.25,Cerrado
477.04,111.50,Cerrado
477.17,111.50,Cerrado
477.30,111.50,Cerrado
477.49,111.00,Cerrado
478.08,111.50,Cerrado
478.17,111.50,Cerrado
478.31,111.25,Cerrado
478.51,111.00,Cerrado
479.12,111.50,Cerrado
479.33,111.50,Cerrado
479.52,111.50,Cerrado
479.73,111.75,Cerrado
479.94,111.25,Cerrado
480.13,111.75,Cerrado
480.69,112.00,Cerrado
480.83,112.00,Cerrado
480.96,112.00,Cerrado
481.15,112.00,Cerrado
481.71,111.50,Cerrado
481.82,111.50,Cerrado
481.97,111.50,Cerrado
482.18,112.00,Cerrado
482.77,112.50,Cerrado
482.87,112.50,Cerrado
482.99,111.75,Cerrado
483.18,112.50,Cerrado
483.81,112.50,Cerrado
484.00,112.50,Cerrado
484.21,112.25,Cerrado
484.42,112.25,Cerrado
484.61,112.50,Cerrado
484.82,112.75,Cerrado
485.39,112.50,Cerrado
485.52,112.50,Cerrado
485.65,112.50,Cerrado
485.84,112.75,Cerrado
486.43,112.75,Cerrado
486.53,112.75,Cerrado
486.65,113.00,Cerrado
486.85,113.00,Cerrado
487.49,113.00,Cerrado
487.66,113.00,Cerrado
487.87,113.00,Cerrado
488.06,113.00,Cerrado
488.57,113.50,Cerrado
488.70,113.50,Cerrado
488.91,113.25,Cerrado
489.10,113.25,Cerrado
489.64,113.00,Cerrado
489.77,113.00,Cerrado
489.92,113.00,Cerrado
490.12,113.25,Cerrado
490.67,113.50,Cerrado
490.80,113.50,Cerrado
490.94,113.50,Cerrado
491.13,113.50,Cerrado
491.74,114.00,Cerrado
491.84,114.00,Cerrado
491.98,113.25,Cerrado
492.16,113.25,Cerrado
492.76,113.75,Cerrado
492.97,114.00,Cerrado
493.16,114.00,Cerrado
493.37,114.00,Cerrado
493.58,113.75,Cerrado
493.77,113.75,Cerrado
494.36,114.00,Cerrado
494.46,114.00,Cerrado
494.59,114.25,Cerrado
494.80,113.75,Cerrado
495.40,114.25,Cerrado
495.61,114.25,Cerrado
495.80,114.25,Cerrado
496.43,114.00,Cerrado
496.62,114.25,Cerrado
496.83,114.75,Cerrado
497.03,114.75,Cerrado
497.23,114.25,Cerrado
497.43,114.25,Cerrado
497.98,114.75,Cerrado
498.10,114.75,Cerrado
498.25,114.75,Cerrado
498.46,114.75,Cerrado
499.02,114.75,Cerrado
499.14,114.75,Cerrado
499.27,114.75,Cerrado
499.46,114.50,Cerrado
500.07,115.00,Cerrado
500.26,115.00,Cerrado
500.49,114.75,Cerrado
501.11,114.75,Cerrado
501.29,114.75,Cerrado
501.50,115.25,Cerrado
501.70,115.25,Cerrado
501.90,115.25,Cerrado
502.10,115.00,Cerrado
502.69,115.50,Cerrado
502.80,115.50,Cerrado
502.93,115.50,Cerrado
503.13,115.50,Cerrado
503.73,115.50,Cerrado
503.94,115.50,Cerrado
504.13,115.50,Cerrado
504.34,114.75,Cerrado
504.55,115.75,Cerrado
504.74,115.75,Cerrado
505.30,115.75,Cerrado
505.43,115.75,Cerrado
505.56,115.75,Cerrado
505.77,116.00,Cerrado
506.36,115.75,Cerrado
506.46,115.75,Cerrado
506.60,116.00,Cerrado
506.77,116.00,Cerrado
506.98,116.00,Cerrado
507.43,116.00,Cerrado
507.59,116.00,Cerrado
507.80,116.00,Cerrado
508.00,116.00,Cerrado
508.47,116.25,Cerrado
508.61,116.25,Cerrado
508.82,115.75,Cerrado
509.01,116.25,Cerrado
509.52,116.25,Cerrado
509.65,116.25,Cerrado
509.84,116.25,Cerrado
510.04,116.75,Cerrado
510.56,116.25,Cerrado
511.09,116.25,Cerrado
511.20,116.50,Cerrado
511.32,116.50,Cerrado
511.46,116.50,Cerrado
511.67,116.25,Cerrado
512.16,116.75,Cerrado
512.29,116.75,Cerrado
512.48,116.50,Cerrado
512.69,116.50,Cerrado
513.20,116.75,Cerrado
513.35,116.75,Cerrado
513.49,116.75,Cerrado
513.70,117.00,Cerrado
514.26,116.75,Cerrado
514.40,116.75,Cerrado
514.55,116.75,Cerrado
514.72,116.75,Cerrado
515.33,117.00,Cerrado
515.54,117.00,Cerrado
515.73,116.75,Cerrado
516.37,117.00,Cerrado
516.54,117.00,Cerrado
516.74,117.25,Cerrado
516.94,117.50,Cerrado
517.15,117.50,Cerrado
517.36,117.50,Cerrado
517.94,117.25,Cerrado
518.05,117.25,Cerrado
518.16,117.25,Cerrado
518.37,117.50,Cerrado
518.96,117.25,Cerrado
519.05,117.25,Cerrado
519.18,117.50,Cerrado
519.39,118.00,Cerrado
520.02,117.00,Cerrado
520.19,117.75,Cerrado
520.40,117.75,Cerrado
520.61,118.00,Cerrado
520.81,117.75,Cerrado
521.02,117.75,Cerrado
521.57,118.00,Cerrado
521.69,118.00,Cerrado
521.84,118.00,Cerrado
522.03,117.50,Cerrado
522.61,117.75,Cerrado
522.75,117.75,Cerrado
522.88,117.75,Cerrado
523.05,117.75,Cerrado
523.65,118.00,Cerrado
523.75,118.00,Cerrado
523.90,117.75,Cerrado
524.06,117.75,Cerrado
524.68,117.75,Cerrado
524.88,118.00,Cerrado
525.08,118.00,Cerrado
525.74,118.00,Cerrado
525.90,118.00,Cerrado
526.11,118.50,Cerrado
526.32,118.50,Cerrado
526.51,118.50,Cerrado
526.72,118.25,Cerrado
527.31,118.00,Cerrado
527.42,118.00,Cerrado
527.56,118.50,Cerrado
527.74,118.50,Cerrado
528.35,118.75,Cerrado
528.54,118.50,Cerrado
528.76,118.75,Cerrado
529.39,118.50,Cerrado
529.91,118.75,Cerrado
530.07,118.75,Cerrado
530.23,118.75,Cerrado
530.39,118.75,Cerrado
530.97,119.00,Cerrado
531.10,119.00,Cerrado
531.23,119.00,Cerrado
531.42,119.00,Cerrado
532.03,118.75,Cerrado
532.23,118.75,Cerrado
532.44,119.25,Cerrado
533.08,119.00,Cerrado
533.26,118.75,Cerrado
533.46,119.25,Cerrado
533.67,119.00,Cerrado
533.88,119.00,Cerrado
534.09,119.25,Cerrado
534.65,119.50,Cerrado
534.79,119.50,Cerrado
534.92,119.50,Cerrado
535.10,119.50,Cerrado
535.69,119.50,Cerrado
535.80,119.50,Cerrado
535.94,119.50,Cerrado
536.15,119.50,Cerrado
536.74,119.25,Cerrado
536.95,119.25,Cerrado
537.16,119.75,Cerrado
537.78,119.75,Cerrado
537.96,119.75,Cerrado
538.18,120.00,Cerrado
538.39,120.00,Cerrado
538.58,120.00,Cerrado
538.81,120.00,Cerrado
539.40,119.75,Cerrado
539.51,119.75,Cerrado
539.65,120.00,Cerrado
539.83,120.00,Cerrado
540.44,120.00,Cerrado
540.65,120.25,Cerrado
540.85,120.25,Cerrado
541.49,120.25,Cerrado
541.67,120.25,Cerrado
541.84,120.50,Cerrado
542.07,120.25,Cerrado
542.55,120.50,Cerrado
542.69,120.50,Cerrado
542.88,120.25,Cerrado
543.09,120.25,Cerrado
543.29,120.50,Cerrado
543.49,120.50,Cerrado
544.08,120.75,Cerrado
544.23,120.75,Cerrado
544.36,120.75,Cerrado
544.52,120.75,Cerrado
545.14,121.00,Cerrado
545.33,120.75,Cerrado
545.54,120.75,Cerrado
546.19,120.75,Cerrado
546.35,120.75,Cerrado
546.55,120.50,Cerrado
546.75,121.25,Cerrado
547.25,121.25,Cerrado
547.36,121.25,Cerrado
547.55,121.25,Cerrado
547.76,120.50,Cerrado
548.32,121.50,Cerrado
548.47,121.50,Cerrado
548.61,121.50,Cerrado
548.79,121.50,Cerrado
549.38,121.50,Cerrado
549.49,121.50,Cerrado
549.65,121.00,Cerrado
549.81,121.00,Cerrado
550.43,121.25,Cerrado
550.62,121.25,Cerrado
550.83,121.25,Cerrado
551.46,121.25,Cerrado
551.63,121.25,Cerrado
551.86,121.75,Cerrado
552.05,121.75,Cerrado
552.53,122.00,Cerrado
552.67,122.00,Cerrado
552.88,122.00,Cerrado
553.09,122.25,Cerrado
553.30,122.00,Cerrado
553.50,122.00,Cerrado
554.06,122.00,Cerrado
554.19,122.00,Cerrado
554.32,122.00,Cerrado
554.53,122.50,Cerrado
555.12,122.50,Cerrado
555.21,122.50,Cerrado
555.34,122.50,Cerrado
555.53,122.00,Cerrado
556.17,123.00,Cerrado
556.35,123.00,Cerrado
556.56,122.50,Cerrado
556.77,122.25,Cerrado
557.26,122.50,Cerrado
557.39,122.50,Cerrado
557.58,122.25,Cerrado
557.79,122.25,Cerrado
558.32,122.50,Cerrado
558.44,122.50,Cerrado
558.60,122.50,Cerrado
558.81,123.00,Cerrado
559.37,122.75,Cerrado
559.50,122.75,Cerrado
559.63,122.75,Cerrado
559.84,122.75,Cerrado
560.41,123.00,Cerrado
560.51,123.00,Cerrado
560.67,123.25,Cerrado
560.84,123.25,Cerrado
561.47,123.00,Cerrado
561.66,123.25,Cerrado
561.85,123.50,Cerrado
562.06,123.50,Cerrado
562.25,123.50,Cerrado
562.46,123.00,Cerrado
562.67,123.25,Cerrado
562.88,123.50,Cerrado
563.08,123.25,Cerrado
563.29,123.50,Cerrado
563.48,123.75,Cerrado
564.03,123.50,Cerrado
564.17,123.50,Cerrado
564.30,123.50,Cerrado
564.49,123.50,Cerrado
565.08,123.75,Cerrado
565.23,123.75,Cerrado
565.37,123.75,Cerrado
565.51,123.75,Cerrado
566.12,123.75,Cerrado
566.65,123.75,Cerrado
566.78,123.75,Cerrado
566.92,123.75,Cerrado
567.15,123.75,Cerrado
567.69,124.00,Cerrado
567.83,124.00,Cerrado
567.98,124.00,Cerrado
568.18,124.25,Cerrado
568.74,124.25,Cerrado
568.89,124.25,Cerrado
569.03,124.25,Cerrado
569.21,124.25,Cerrado
569.82,124.25,Cerrado
570.02,124.25,Cerrado
570.22,124.25,Cerrado
570.42,124.50,Cerrado
570.87,123.75,Cerrado
571.03,123.75,Cerrado
571.22,124.50,Cerrado
571.45,123.75,Cerrado
571.65,124.50,Cerrado
571.85,124.50,Cerrado
572.42,124.25,Cerrado
572.57,124.25,Cerrado
572.71,124.25,Cerrado
572.87,124.25,Cerrado
573.46,124.00,Cerrado
573.61,124.00,Cerrado
573.75,124.00,Cerrado
573.89,124.00,Cerrado
574.49,125.00,Cerrado
574.61,125.00,Cerrado
574.74,124.75,Cerrado
574.90,124.75,Cerrado
575.54,124.75,Cerrado
575.70,124.75,Cerrado
575.91,125.00,Cerrado
576.12,125.25,Cerrado
576.32,125.25,Cerrado
576.53,125.25,Cerrado
577.11,125.25,Cerrado
577.22,125.25,Cerrado
577.36,125.25,Cerrado
577.56,125.00,Cerrado
578.16,125.25,Cerrado
578.36,125.50,Cerrado
578.56,125.25,Cerrado
578.77,125.50,Cerrado
578.98,125.75,Cerrado
579.17,125.75,Cerrado
579.76,125.75,Cerrado
579.87,125.75,Cerrado
580.00,125.25,Cerrado
580.19,125.25,Cerrado
580.82,125.75,Cerrado
580.99,125.75,Cerrado
581.20,125.50,Cerrado
581.41,126.00,Cerrado
581.62,126.00,Cerrado
581.81,126.00,Cerrado
582.37,125.75,Cerrado
582.50,125.75,Cerrado
582.63,125.75,Cerrado
582.83,125.75,Cerrado
583.39,126.50,Cerrado
583.51,126.50,Cerrado
583.65,126.50,Cerrado
583.84,126.00,Cerrado
584.43,125.75,Cerrado
584.55,125.75,Cerrado
584.71,126.25,Cerrado
584.85,126.25,Cerrado
585.47,126.25,Cerrado
585.66,126.75,Cerrado
585.87,126.50,Cerrado
586.54,126.75,Cerrado
586.70,126.75,Cerrado
586.88,127.00,Cerrado
587.10,126.50,Cerrado
587.30,126.50,Cerrado
587.50,127.00,Cerrado
588.08,127.00,Cerrado
588.21,127.00,Cerrado
588.37,127.00,Cerrado
588.53,127.00,Cerrado
588.70,127.50,Cerrado
588.91,127.00,Cerrado
589.12,127.00,Cerrado
589.74,127.00,Cerrado
589.93,127.25,Cerrado
590.13,127.50,Cerrado
590.35,127.25,Cerrado
590.56,127.50,Cerrado
590.75,127.50,Cerrado
591.34,127.50,Cerrado
591.48,127.50,Cerrado
591.63,128.00,Cerrado
591.76,128.00,Cerrado
592.38,127.75,Cerrado
592.57,127.75,Cerrado
592.78,127.75,Cerrado
592.97,128.00,Cerrado
593.44,127.75,Cerrado
593.60,127.75,Cerrado
593.79,127.75,Cerrado
594.00,128.00,Cerrado
594.51,127.75,Cerrado
594.64,127.75,Cerrado
594.81,128.00,Cerrado
595.02,128.25,Cerrado
595.55,127.75,Cerrado
595.68,127.75,Cerrado
595.84,127.75,Cerrado
596.04,128.00,Cerrado
596.60,128.25,Cerrado
596.73,128.25,Cerrado
596.86,128.25,Cerrado
597.07,128.25,Cerrado
597.64,128.25,Cerrado
597.73,128.25,Cerrado
597.87,127.75,Cerrado
598.07,128.25,Cerrado
598.68,128.25,Cerrado
598.89,128.50,Cerrado
599.10,128.50,Cerrado
599.72,128.50,Cerrado
599.91,128.75,Cerrado
600.11,128.50,Cerrado
600.31,128.75,Cerrado
600.52,128.75,Cerrado
600.75,128.75,Cerrado
601.29,129.00,Cerrado
601.40,129.00,Cerrado
601.56,129.00,Cerrado
601.75,128.75,Cerrado
602.34,128.75,Cerrado
602.49,128.75,Cerrado
602.63,128.75,Cerrado
602.79,128.75,Cerrado
603.37,129.00,Cerrado
603.49,129.00,Cerrado
603.64,128.75,Cerrado
603.78,128.75,Cerrado
604.41,129.25,Cerrado
604.62,129.25,Cerrado
604.82,129.25,Cerrado
605.45,129.00,Cerrado
605.64,129.00,Cerrado
605.85,129.00,Cerrado
606.04,129.25,Cerrado
606.25,129.25,Cerrado
606.46,129.25,Cerrado
607.03,129.00,Cerrado
607.17,129.00,Cerrado
607.32,129.00,Cerrado
607.46,129.00,Cerrado
608.09,129.50,Cerrado
608.28,129.75,Cerrado
608.49,129.25,Cerrado
609.13,129.75,Cerrado
609.30,129.75,Cerrado
609.51,129.50,Cerrado
609.70,129.00,Cerrado
609.89,129.75,Cerrado
610.10,129.50,Cerrado
610.71,129.50,Cerrado
610.92,129.75,Cerrado
611.13,129.50,Cerrado
611.76,129.75,Cerrado
611.94,129.75,Cerrado
612.13,129.75,Cerrado
612.34,129.50,Cerrado
612.84,129.75,Cerrado
612.96,129.75,Cerrado
613.16,129.75,Cerrado
613.36,129.50,Cerrado
613.89,129.75,Cerrado
614.04,129.75,Cerrado
614.16,129.75,Cerrado
614.37,130.00,Cerrado
614.95,129.50,Cerrado
615.09,129.50,Cerrado
615.22,129.50,Cerrado
615.39,129.50,Cerrado
616.00,129.75,Cerrado
616.11,129.75,Cerrado
616.26,129.75,Cerrado
616.42,129.75,Cerrado
617.04,130.25,Cerrado
617.23,129.75,Cerrado
617.44,130.00,Cerrado
618.08,130.25,Cerrado
618.24,130.25,Cerrado
618.47,130.00,Cerrado
619.12,130.00,Cerrado
619.25,130.00,Cerrado
619.47,129.75,Cerrado
619.68,130.25,Cerrado
620.16,130.50,Cerrado
620.29,130.50,Cerrado
620.50,130.25,Cerrado
620.69,130.00,Cerrado
621.23,130.25,Cerrado
621.36,130.25,Cerrado
621.50,130.25,Cerrado
621.71,129.75,Cerrado
622.27,130.25,Cerrado
622.42,130.25,Cerrado
622.56,130.25,Cerrado
622.74,130.25,Cerrado
623.33,130.75,Cerrado
623.43,130.75,Cerrado
623.57,130.50,Cerrado
623.74,130.25,Cerrado
624.37,130.75,Cerrado
624.56,130.50,Cerrado
624.77,130.75,Cerrado
625.39,130.75,Cerrado
625.58,130.75,Cerrado
625.79,131.00,Cerrado
625.98,130.50,Cerrado
626.45,130.75,Cerrado
626.59,130.75,Cerrado
626.80,130.75,Cerrado
627.01,131.25,Cerrado
627.20,130.75,Cerrado
627.41,130.75,Cerrado
627.98,131.00,Cerrado
628.11,131.00,Cerrado
628.24,131.00,Cerrado
628.43,130.75,Cerrado
629.04,131.25,Cerrado
629.23,131.00,Cerrado
629.44,131.00,Cerrado
629.64,130.75,Cerrado
629.84,130.75,Cerrado
630.04,131.50,Cerrado
630.65,131.00,Cerrado
630.75,131.00,Cerrado
630.89,131.00,Cerrado
631.07,131.25,Cerrado
631.28,131.50,Cerrado
631.72,131.25,Cerrado
631.88,131.25,Cerrado
632.09,131.25,Cerrado
632.30,131.25,Cerrado
632.49,131.25,Cerrado
632.70,131.50,Cerrado
633.27,131.50,Cerrado
633.40,131.50,Cerrado
633.53,131.50,Cerrado
633.72,131.50,Cerrado
634.31,131.50,Cerrado
634.42,131.50,Cerrado
634.55,131.50,Cerrado
634.73,131.00,Cerrado
635.34,131.75,Cerrado
635.45,131.75,Cerrado
635.59,131.75,Cerrado
635.77,131.75,Cerrado
636.39,131.50,Cerrado
636.59,131.75,Cerrado
636.78,131.50,Cerrado
636.98,131.50,Cerrado
637.19,131.75,Cerrado
637.38,131.75,Cerrado
637.98,131.75,Cerrado
638.09,131.75,Cerrado
638.23,131.75,Cerrado
638.41,131.75,Cerrado
639.02,132.00,Cerrado
639.21,132.25,Cerrado
639.42,132.00,Cerrado
640.07,132.25,Cerrado
640.25,132.25,Cerrado
640.42,131.75,Cerrado
640.63,132.00,Cerrado
641.14,132.50,Cerrado
641.29,132.50,Cerrado
641.46,132.50,Cerrado
641.65,132.50,Cerrado
642.18,131.75,Cerrado
642.33,131.75,Cerrado
642.49,131.75,Cerrado
642.66,132.00,Cerrado
643.24,132.50,Cerrado
643.38,132.50,Cerrado
643.53,132.50,Cerrado
643.69,132.50,Cerrado
644.28,132.25,Cerrado
644.38,132.25,Cerrado
644.81,132.25,Cerrado
644.95,132.25,Cerrado
645.11,132.25,Cerrado
645.30,132.50,Cerrado
645.84,132.75,Cerrado
645.97,132.75,Cerrado
646.12,132.75,Cerrado
646.32,132.75,Cerrado
646.90,132.50,Cerrado
647.04,132.50,Cerrado
647.17,132.50,Cerrado
647.33,132.50,Cerrado
647.96,132.75,Cerrado
648.15,132.75,Cerrado
648.36,132.75,Cerrado
648.56,132.75,Cerrado
649.01,133.00,Cerrado
649.17,133.00,Cerrado
649.38,132.75,Cerrado
649.57,133.00,Cerrado
649.78,132.25,Cerrado
649.99,133.00,Cerrado
650.55,133.00,Cerrado
650.69,133.00,Cerrado
650.82,133.00,Cerrado
650.99,133.00,Cerrado
651.60,133.25,Cerrado
651.81,133.50,Cerrado
652.02,133.00,Cerrado
652.64,133.25,Cerrado
652.83,133.50,Cerrado
653.03,133.50,Cerrado
653.23,133.25,Cerrado
653.44,133.00,Cerrado
653.65,133.25,Cerrado
654.19,133.25,Cerrado
654.34,133.25,Cerrado
654.48,133.25,Cerrado
654.64,133.25,Cerrado
655.26,133.50,Cerrado
655.47,133.50,Cerrado
655.66,133.75,Cerrado
656.30,133.75,Cerrado
656.48,133.75,Cerrado
656.67,134.00,Cerrado
656.88,133.75,Cerrado
657.39,133.75,Cerrado
657.55,133.75,Cerrado
657.71,133.75,Cerrado
657.90,133.75,Cerrado
658.45,134.00,Cerrado
658.59,134.00,Cerrado
658.73,134.00,Cerrado
658.93,134.25,Cerrado
659.49,134.00,Cerrado
659.63,134.00,Cerrado
659.77,134.00,Cerrado
659.93,134.00,Cerrado
660.51,134.25,Cerrado
660.65,134.25,Cerrado
660.80,134.25,Cerrado
660.94,134.25,Cerrado
661.55,134.00,Cerrado
661.67,134.00,Cerrado
661.82,134.50,Cerrado
661.98,134.50,Cerrado
662.59,134.25,Cerrado
662.78,133.75,Cerrado
662.99,134.50,Cerrado
663.20,134.50,Cerrado
663.64,134.50,Cerrado
663.79,134.50,Cerrado
664.00,134.00,Cerrado
664.21,134.75,Cerrado
664.41,134.75,Cerrado
664.62,134.50,Cerrado
665.16,134.50,Cerrado
665.31,134.50,Cerrado
665.45,134.50,Cerrado
665.63,134.25,Cerrado
666.20,134.75,Cerrado
666.32,134.75,Cerrado
666.46,134.75,Cerrado
666.64,134.75,Cerrado
667.26,134.75,Cerrado
667.45,134.75,Cerrado
667.66,134.75,Cerrado
667.85,134.75,Cerrado
668.06,135.00,Cerrado
668.27,134.75,Cerrado
668.84,134.75,Cerrado
668.99,134.75,Cerrado
669.13,134.75,Cerrado
669.27,134.75,Cerrado
669.88,135.00,Cerrado
670.00,135.00,Cerrado
670.14,134.75,Cerrado
670.30,134.75,Cerrado
670.91,134.75,Cerrado
671.11,135.00,Cerrado
671.32,134.75,Cerrado
671.95,135.00,Cerrado
672.14,135.25,Cerrado
672.33,135.25,Cerrado
673.00,134.50,Cerrado
673.16,134.50,Cerrado
673.35,135.50,Cerrado
673.56,135.00,Cerrado
673.75,134.75,Cerrado
673.96,135.75,Cerrado
674.55,135.50,Cerrado
674.68,135.50,Cerrado
674.84,135.00,Cerrado
674.98,135.00,Cerrado
675.61,135.25,Cerrado
675.80,135.75,Cerrado
676.01,135.00,Cerrado
676.66,135.50,Cerrado
676.82,135.50,Cerrado
677.01,136.00,Cerrado
677.22,135.50,Cerrado
677.43,135.75,Cerrado
677.64,136.00,Cerrado
678.25,136.00,Cerrado
678.45,136.00,Cerrado
678.65,135.75,Cerrado
679.27,136.00,Cerrado
679.46,136.00,Cerrado
679.67,136.00,Cerrado
680.31,136.25,Cerrado
680.48,136.25,Cerrado
680.69,136.50,Cerrado
680.90,136.25,Cerrado
681.35,136.00,Cerrado
681.51,136.00,Cerrado
681.70,136.00,Cerrado
681.89,135.75,Cerrado
682.40,136.00,Cerrado
682.56,136.00,Cerrado
682.72,136.00,Cerrado
682.93,136.50,Cerrado
683.46,136.25,Cerrado
683.62,136.25,Cerrado
683.76,136.25,Cerrado
683.94,136.00,Cerrado
684.50,136.00,Cerrado
684.64,136.00,Cerrado
684.79,136.00,Cerrado
684.96,136.00,Cerrado
685.54,136.25,Cerrado
685.68,136.25,Cerrado
685.83,136.25,Cerrado
685.97,136.25,Cerrado
686.58,136.50,Cerrado
686.71,136.50,Cerrado
686.87,136.00,Cerrado
687.01,136.00,Cerrado
687.62,136.25,Cerrado
687.82,137.00,Cerrado
688.02,136.75,Cerrado
