Tiempo (s),Temperatura (°C),Estado Servo
905.02,144.75,Cerrado
905.23,144.25,Cerrado
905.44,144.25,Cerrado
905.63,144.25,Cerrado
905.84,144.00,Cerrado
906.04,144.25,Cerrado
906.24,144.75,Cerrado
906.45,144.50,Cerrado
906.65,144.50,Cerrado
906.84,144.50,Cerrado
907.07,144.50,Cerrado
907.28,144.00,Cerrado
907.47,144.50,Cerrado
907.68,144.00,Cerrado
907.88,144.50,Cerrado
908.08,144.25,Cerrado
908.28,144.50,Cerrado
908.49,144.50,Cerrado
908.70,144.25,Cerrado
908.89,144.50,Cerrado
909.10,144.50,Cerrado
909.29,144.50,Cerrado
909.50,144.25,Cerrado
909.69,144.50,Cerrado
909.90,144.25,Cerrado
910.11,144.75,Cerrado
910.30,144.50,Cerrado
910.51,144.50,Cerrado
910.71,144.50,Cerrado
910.91,144.00,Cerrado
911.11,144.50,Cerrado
911.32,144.50,Cerrado
911.53,144.50,Cerrado
911.72,144.25,Cerrado
911.93,144.50,Cerrado
912.14,144.50,Cerrado
912.33,144.50,Cerrado
912.54,144.50,Cerrado
912.75,144.50,Cerrado
912.95,144.50,Cerrado
913.15,144.50,Cerrado
913.35,144.50,Cerrado
913.56,144.25,Cerrado
913.77,144.00,Cerrado
913.98,144.75,Cerrado
914.17,144.75,Cerrado
914.38,144.25,Cerrado
914.58,144.25,Cerrado
914.79,144.75,Cerrado
914.98,145.00,Cerrado
915.19,144.75,Cerrado
915.40,144.75,Cerrado
915.59,144.75,Cerrado
915.80,144.75,Cerrado
916.02,144.75,Cerrado
916.22,144.75,Cerrado
916.42,144.75,Cerrado
916.63,144.75,Cerrado
916.82,144.75,Cerrado
917.03,144.25,Cerrado
917.24,144.75,Cerrado
917.45,144.75,Cerrado
917.64,144.75,Cerrado
917.85,144.50,Cerrado
918.06,144.75,Cerrado
918.26,144.50,Cerrado
918.46,144.75,Cerrado
918.66,144.75,Cerrado
918.87,145.00,Cerrado
919.08,144.75,Cerrado
919.27,144.75,Cerrado
919.48,144.75,Cerrado
919.69,144.75,Cerrado
919.89,144.50,Cerrado
920.09,145.00,Cerrado
920.29,145.00,Cerrado
920.50,144.75,Cerrado
920.71,145.00,Cerrado
920.92,145.00,Cerrado
921.11,145.00,Cerrado
921.32,145.00,Cerrado
921.53,145.00,Cerrado
921.72,145.00,Cerrado
921.93,144.50,Cerrado
922.15,145.00,Cerrado
922.34,145.00,Cerrado
922.55,145.25,Cerrado
922.76,145.00,Cerrado
922.95,145.25,Cerrado
923.16,144.75,Cerrado
923.35,145.25,Cerrado
923.56,145.25,Cerrado
923.76,145.00,Cerrado
923.97,145.00,Cerrado
924.16,145.25,Cerrado
924.37,145.25,Cerrado
924.58,145.25,Cerrado
924.77,145.25,Cerrado
924.98,145.25,Cerrado
925.19,145.25,Cerrado
925.40,145.25,Cerrado
925.59,145.25,Cerrado
925.80,145.25,Cerrado
926.00,145.00,Cerrado
926.20,145.25,Cerrado
926.40,145.25,Cerrado
926.61,145.00,Cerrado
926.82,145.50,Cerrado
927.01,145.00,Cerrado
927.22,145.25,Cerrado
927.43,145.25,Cerrado
927.63,145.50,Cerrado
927.83,145.50,Cerrado
928.05,145.50,Cerrado
928.26,145.25,Cerrado
928.47,145.50,Cerrado
928.67,145.50,Cerrado
928.88,145.25,Cerrado
929.07,145.25,Cerrado
929.28,145.50,Cerrado
929.49,145.50,Cerrado
929.70,145.50,Cerrado
929.89,145.50,Cerrado
930.10,145.75,Cerrado
930.29,145.50,Cerrado
930.50,145.25,Cerrado
930.69,145.50,Cerrado
930.91,145.50,Cerrado
931.12,145.50,Cerrado
931.31,145.50,Cerrado
931.52,145.50,Cerrado
931.71,145.75,Cerrado
931.92,146.00,Cerrado
932.11,145.75,Cerrado
932.32,145.50,Cerrado
932.53,145.75,Cerrado
932.72,145.75,Cerrado
932.93,145.75,Cerrado
933.14,145.50,Cerrado
933.33,145.50,Cerrado
933.54,145.75,Cerrado
933.76,145.75,Cerrado
933.94,145.00,Cerrado
934.14,145.50,Cerrado
934.35,146.00,Cerrado
934.56,146.00,Cerrado
934.77,146.00,Cerrado
934.96,145.50,Cerrado
935.17,146.00,Cerrado
935.36,145.25,Cerrado
935.57,145.75,Cerrado
935.77,146.00,Cerrado
935.98,145.75,Cerrado
936.17,145.75,Cerrado
936.38,146.00,Cerrado
936.59,145.75,Cerrado
936.78,146.00,Cerrado
936.99,145.75,Cerrado
937.20,145.75,Cerrado
937.41,145.75,Cerrado
937.61,145.75,Cerrado
937.81,145.75,Cerrado
938.01,145.75,Cerrado
938.22,146.00,Cerrado
938.41,146.00,Cerrado
938.62,146.25,Cerrado
938.83,146.00,Cerrado
939.04,146.00,Cerrado
939.23,146.00,Cerrado
939.44,146.00,Cerrado
939.64,145.75,Cerrado
939.84,146.25,Cerrado
940.05,146.25,Cerrado
940.25,145.75,Cerrado
940.46,146.25,Cerrado
940.65,146.25,Cerrado
940.86,146.00,Cerrado
941.07,146.50,Cerrado
941.26,146.00,Cerrado
941.47,145.75,Cerrado
941.68,146.25,Cerrado
941.87,145.75,Cerrado
942.08,146.50,Cerrado
942.28,146.25,Cerrado
942.48,146.25,Cerrado
942.68,146.50,Cerrado
942.89,146.25,Cerrado
943.08,146.50,Cerrado
943.29,146.75,Cerrado
943.50,146.25,Cerrado
943.69,146.25,Cerrado
943.90,146.50,Cerrado
944.11,146.00,Cerrado
944.32,146.50,Cerrado
944.51,146.25,Cerrado
944.71,146.25,Cerrado
944.92,146.50,Cerrado
945.11,146.00,Cerrado
945.32,146.50,Cerrado
945.53,146.00,Cerrado
945.74,146.25,Cerrado
945.95,146.50,Cerrado
946.14,146.50,Cerrado
946.35,146.75,Cerrado
946.55,146.00,Cerrado
946.75,146.75,Cerrado
946.95,146.50,Cerrado
947.16,146.50,Cerrado
947.35,146.75,Cerrado
947.56,146.50,Cerrado
947.77,146.50,Cerrado
947.98,146.50,Cerrado
948.17,146.50,Cerrado
948.38,146.50,Cerrado
948.59,146.50,Cerrado
948.79,146.75,Cerrado
948.99,146.50,Cerrado
949.19,146.25,Cerrado
949.42,146.00,Cerrado
949.62,146.50,Cerrado
949.83,146.50,Cerrado
950.02,146.50,Cerrado
950.23,146.50,Cerrado
950.44,146.50,Cerrado
950.65,146.75,Cerrado
950.86,147.00,Cerrado
951.05,146.75,Cerrado
951.26,146.75,Cerrado
951.46,146.50,Cerrado
951.67,146.75,Cerrado
951.88,147.00,Cerrado
952.07,146.75,Cerrado
952.28,146.75,Cerrado
952.49,146.50,Cerrado
952.70,146.50,Cerrado
952.89,146.50,Cerrado
953.08,146.75,Cerrado
953.30,146.75,Cerrado
953.51,146.75,Cerrado
953.69,147.00,Cerrado
953.90,146.75,Cerrado
954.10,146.75,Cerrado
954.31,146.75,Cerrado
954.50,147.00,Cerrado
954.71,146.50,Cerrado
954.92,147.00,Cerrado
955.13,147.00,Cerrado
955.32,147.00,Cerrado
955.53,146.75,Cerrado
955.73,146.75,Cerrado
955.94,146.50,Cerrado
956.13,146.50,Cerrado
956.34,146.50,Cerrado
956.55,147.00,Cerrado
956.76,147.00,Cerrado
956.95,147.00,Cerrado
957.16,147.00,Cerrado
957.37,146.50,Cerrado
957.56,146.75,Cerrado
957.75,147.00,Cerrado
957.96,146.50,Cerrado
958.17,147.00,Cerrado
958.37,146.75,Cerrado
958.58,147.00,Cerrado
958.77,147.00,Cerrado
958.98,147.00,Cerrado
959.19,147.00,Cerrado
959.40,147.00,Cerrado
959.59,147.00,Cerrado
959.80,146.75,Cerrado
960.00,147.25,Cerrado
960.21,147.00,Cerrado
960.40,147.00,Cerrado
960.60,147.25,Cerrado
960.82,147.25,Cerrado
961.03,147.25,Cerrado
961.22,147.25,Cerrado
961.44,147.25,Cerrado
961.65,147.00,Cerrado
961.84,147.25,Cerrado
962.05,147.25,Cerrado
962.26,147.25,Cerrado
962.45,147.25,Cerrado
962.64,147.25,Cerrado
962.85,146.75,Cerrado
963.06,147.25,Cerrado
963.27,147.25,Cerrado
963.46,147.25,Cerrado
963.67,147.25,Cerrado
963.87,147.25,Cerrado
964.07,146.75,Cerrado
964.27,147.25,Cerrado
964.48,147.25,Cerrado
964.67,147.25,Cerrado
964.88,146.75,Cerrado
965.09,147.25,Cerrado
965.30,147.25,Cerrado
965.49,147.00,Cerrado
965.70,147.50,Cerrado
965.91,147.25,Cerrado
966.10,146.75,Cerrado
966.31,147.50,Cerrado
966.51,147.50,Cerrado
966.71,147.25,Cerrado
966.91,147.00,Cerrado
967.12,147.50,Cerrado
967.31,147.50,Cerrado
967.54,147.25,Cerrado
967.73,147.50,Cerrado
967.92,147.75,Cerrado
968.13,147.50,Cerrado
968.34,147.50,Cerrado
968.54,147.75,Cerrado
968.74,147.00,Cerrado
968.94,147.50,Cerrado
969.17,147.50,Cerrado
969.36,147.25,Cerrado
969.57,147.00,Cerrado
969.76,147.25,Cerrado
969.95,147.50,Cerrado
970.16,147.75,Cerrado
970.38,147.00,Cerrado
970.59,147.50,Cerrado
970.78,147.25,Cerrado
970.99,147.50,Cerrado
971.20,147.50,Cerrado
971.39,147.50,Cerrado
971.60,147.75,Cerrado
971.79,147.25,Cerrado
972.00,147.25,Cerrado
972.21,147.50,Cerrado
972.41,147.75,Cerrado
972.61,147.25,Cerrado
972.81,147.50,Cerrado
973.04,147.25,Cerrado
973.25,147.25,Cerrado
973.44,147.75,Cerrado
973.65,147.50,Cerrado
973.85,147.50,Cerrado
974.05,147.25,Cerrado
974.25,147.25,Cerrado
974.46,147.25,Cerrado
974.67,147.75,Cerrado
974.86,148.00,Cerrado
975.07,147.50,Cerrado
975.28,147.25,Cerrado
975.47,147.50,Cerrado
975.68,147.75,Cerrado
975.88,147.25,Cerrado
976.08,147.50,Cerrado
976.28,147.75,Cerrado
976.49,147.75,Cerrado
976.70,147.50,Cerrado
976.89,148.00,Cerrado
977.10,147.50,Cerrado
977.31,147.00,Cerrado
977.52,147.75,Cerrado
977.71,147.50,Cerrado
977.92,147.50,Cerrado
978.12,147.25,Cerrado
978.33,147.50,Cerrado
978.52,147.50,Cerrado
978.73,148.00,Cerrado
978.94,148.00,Cerrado
979.15,147.50,Cerrado
979.34,147.50,Cerrado
979.55,147.75,Cerrado
979.75,147.75,Cerrado
979.95,147.50,Cerrado
980.16,147.75,Cerrado
980.36,147.25,Cerrado
980.55,147.75,Cerrado
980.76,147.75,Cerrado
980.95,147.75,Cerrado
981.16,147.75,Cerrado
981.37,147.75,Cerrado
981.56,148.00,Cerrado
981.77,147.50,Cerrado
981.98,147.75,Cerrado
982.19,148.00,Cerrado
982.39,147.25,Cerrado
982.59,147.75,Cerrado
982.79,147.75,Cerrado
983.00,147.50,Cerrado
983.19,148.00,Cerrado
983.40,147.50,Cerrado
983.61,147.75,Cerrado
983.82,148.00,Cerrado
984.01,148.00,Cerrado
984.22,148.00,Cerrado
984.42,148.00,Cerrado
984.62,148.00,Cerrado
984.83,147.75,Cerrado
985.03,147.50,Cerrado
985.24,147.75,Cerrado
985.43,148.00,Cerrado
985.64,148.25,Cerrado
985.85,148.00,Cerrado
986.04,148.00,Cerrado
986.25,148.00,Cerrado
986.46,148.00,Cerrado
986.65,148.00,Cerrado
986.86,148.00,Cerrado
987.06,148.00,Cerrado
987.27,148.00,Cerrado
987.46,147.75,Cerrado
987.67,148.00,Cerrado
987.88,148.00,Cerrado
988.07,148.00,Cerrado
988.28,148.25,Cerrado
988.49,148.00,Cerrado
988.69,148.00,Cerrado
988.89,148.00,Cerrado
989.09,148.50,Cerrado
989.30,147.50,Cerrado
989.49,147.75,Cerrado
989.70,147.75,Cerrado
989.91,148.50,Cerrado
990.12,148.00,Cerrado
990.33,148.50,Cerrado
990.52,148.25,Cerrado
990.73,148.00,Cerrado
990.93,148.25,Cerrado
991.14,148.00,Cerrado
991.33,148.25,Cerrado
991.54,148.25,Cerrado
991.75,147.75,Cerrado
991.94,148.50,Cerrado
992.15,148.50,Cerrado
992.36,148.50,Cerrado
992.55,148.75,Cerrado
992.76,148.25,Cerrado
992.96,148.00,Cerrado
993.17,148.25,Cerrado
993.38,148.25,Cerrado
993.57,148.00,Cerrado
993.78,148.25,Cerrado
993.99,148.00,Cerrado
994.20,148.25,Cerrado
994.39,148.75,Cerrado
994.60,148.25,Cerrado
994.80,148.25,Cerrado
995.01,148.50,Cerrado
995.20,148.25,Cerrado
995.41,148.25,Cerrado
995.62,148.50,Cerrado
995.83,148.00,Cerrado
996.04,148.25,Cerrado
996.24,148.25,Cerrado
996.44,148.00,Cerrado
996.64,148.50,Cerrado
996.84,148.00,Cerrado
997.04,148.25,Cerrado
997.23,148.00,Cerrado
997.44,148.00,Cerrado
997.65,148.50,Cerrado
997.86,148.50,Cerrado
998.07,148.25,Cerrado
998.26,148.25,Cerrado
998.47,148.00,Cerrado
998.66,148.75,Cerrado
998.87,148.50,Cerrado
999.07,148.50,Cerrado
999.28,148.25,Cerrado
999.47,148.75,Cerrado
999.70,148.25,Cerrado
999.91,148.25,Cerrado
1000.10,148.50,Cerrado
1000.31,148.00,Cerrado
1000.51,148.25,Cerrado
1000.72,148.25,Cerrado
1000.93,148.25,Cerrado
1001.12,148.25,Cerrado
1001.31,148.50,Cerrado
1001.52,148.25,Cerrado
1001.73,148.00,Cerrado
1001.94,148.25,Cerrado
1002.13,148.50,Cerrado
1002.34,148.25,Cerrado
1002.54,148.25,Cerrado
1002.75,148.50,Cerrado
1002.96,148.50,Cerrado
1003.15,148.50,Cerrado
1003.36,148.25,Cerrado
1003.57,148.00,Cerrado
1003.76,148.25,Cerrado
1003.95,148.50,Cerrado
1004.16,148.00,Cerrado
1004.37,148.25,Cerrado
1004.58,148.00,Cerrado
1004.78,148.75,Cerrado
1004.97,148.50,Cerrado
1005.18,148.50,Cerrado
1005.39,148.50,Cerrado
1005.58,148.50,Cerrado
1005.79,148.25,Cerrado
1006.00,148.25,Cerrado
1006.19,148.25,Cerrado
1006.40,148.50,Cerrado
1006.61,148.50,Cerrado
1006.80,148.50,Cerrado
1007.01,148.75,Cerrado
1007.21,148.00,Cerrado
1007.42,148.50,Cerrado
1007.61,148.50,Cerrado
1007.82,148.50,Cerrado
1008.03,148.25,Cerrado
1008.24,148.50,Cerrado
1008.43,148.75,Cerrado
1008.64,148.50,Cerrado
1008.85,148.25,Cerrado
1009.05,148.25,Cerrado
1009.24,148.50,Cerrado
1009.45,148.50,Cerrado
1009.66,148.25,Cerrado
1009.87,148.75,Cerrado
1010.06,148.25,Cerrado
1010.25,148.75,Cerrado
1010.46,148.75,Cerrado
1010.67,148.25,Cerrado
1010.88,148.50,Cerrado
1011.07,148.50,Cerrado
1011.28,148.50,Cerrado
1011.48,148.50,Cerrado
1011.69,149.00,Cerrado
1011.90,148.50,Cerrado
1012.09,148.50,Cerrado
1012.30,148.25,Cerrado
1012.51,148.50,Cerrado
1012.70,148.25,Cerrado
1012.91,148.50,Cerrado
1013.11,148.25,Cerrado
1013.32,148.50,Cerrado
1013.51,148.50,Cerrado
1013.71,148.50,Cerrado
1013.91,148.50,Cerrado
1014.12,148.75,Cerrado
1014.33,148.25,Cerrado
1014.54,148.75,Cerrado
1014.75,148.75,Cerrado
1014.94,148.50,Cerrado
1015.15,148.50,Cerrado
1015.35,149.00,Cerrado
1015.56,148.75,Cerrado
1015.75,148.50,Cerrado
1015.96,147.75,Cerrado
1016.17,148.50,Cerrado
1016.36,148.00,Cerrado
1016.57,148.75,Cerrado
1016.78,148.50,Cerrado
1016.99,148.00,Cerrado
1017.18,148.25,Cerrado
1017.39,148.50,Cerrado
1017.59,148.75,Cerrado
1017.80,148.75,Cerrado
1017.99,149.00,Cerrado
1018.20,148.50,Cerrado
1018.41,148.75,Cerrado
1018.60,148.50,Cerrado
1018.81,148.50,Cerrado
1019.02,148.75,Cerrado
1019.21,148.75,Cerrado
1019.42,148.25,Cerrado
1019.62,148.25,Cerrado
1019.82,148.75,Cerrado
1020.02,148.75,Cerrado
1020.23,148.50,Cerrado
1020.44,148.75,Cerrado
1020.63,149.00,Cerrado
1020.84,148.75,Cerrado
1021.05,148.75,Cerrado
1021.24,149.00,Cerrado
1021.45,148.50,Cerrado
1021.66,148.75,Cerrado
1021.86,149.00,Cerrado
1022.05,148.50,Cerrado
1022.26,148.50,Cerrado
1022.47,148.50,Cerrado
1022.68,148.50,Cerrado
1022.89,148.50,Cerrado
1023.08,148.25,Cerrado
1023.29,148.50,Cerrado
1023.49,148.75,Cerrado
1023.70,148.25,Cerrado
1023.91,148.75,Cerrado
1024.12,149.00,Cerrado
1024.33,148.50,Cerrado
1024.52,148.75,Cerrado
1024.73,148.50,Cerrado
1024.93,148.75,Cerrado
1025.14,149.00,Cerrado
1025.33,148.50,Cerrado
1025.54,148.50,Cerrado
1025.75,148.50,Cerrado
1025.94,148.50,Cerrado
1026.15,148.50,Cerrado
1026.36,149.25,Cerrado
1026.55,149.00,Cerrado
1026.76,148.50,Cerrado
1026.97,149.00,Cerrado
1027.17,149.00,Cerrado
1027.37,149.00,Cerrado
1027.57,148.75,Cerrado
1027.78,148.75,Cerrado
1027.99,149.00,Cerrado
1028.18,149.25,Cerrado
1028.39,148.50,Cerrado
1028.60,148.75,Cerrado
1028.79,148.50,Cerrado
1029.00,149.00,Cerrado
1029.20,149.00,Cerrado
1029.40,149.00,Cerrado
1029.60,148.75,Cerrado
1029.81,148.75,Cerrado
1030.02,148.75,Cerrado
1030.21,148.75,Cerrado
1030.42,149.00,Cerrado
1030.63,149.00,Cerrado
1030.84,149.25,Cerrado
1031.04,149.25,Cerrado
1031.22,149.25,Cerrado
1031.43,148.75,Cerrado
1031.63,149.00,Cerrado
1031.84,149.25,Cerrado
1032.03,149.25,Cerrado
1032.24,149.25,Cerrado
1032.45,149.25,Cerrado
1032.66,148.75,Cerrado
1032.85,148.75,Cerrado
1033.06,149.00,Cerrado
1033.27,149.00,Cerrado
1033.46,149.25,Cerrado
1033.67,149.00,Cerrado
1033.87,148.50,Cerrado
1034.07,149.25,Cerrado
1034.27,149.00,Cerrado
1034.48,149.25,Cerrado
1034.69,149.25,Cerrado
1034.88,149.00,Cerrado
1035.09,149.25,Cerrado
1035.30,149.25,Cerrado
1035.50,149.25,Cerrado
1035.70,149.25,Cerrado
1035.90,149.25,Cerrado
1036.11,149.25,Cerrado
1036.32,149.00,Cerrado
1036.51,148.75,Cerrado
1036.72,148.75,Cerrado
1036.93,148.75,Cerrado
1037.12,149.00,Cerrado
1037.33,148.75,Cerrado
1037.52,149.25,Cerrado
1037.73,149.25,Cerrado
1037.94,149.25,Cerrado
1038.14,148.75,Cerrado
1038.34,149.00,Cerrado
1038.54,149.00,Cerrado
1038.75,149.25,Cerrado
1038.96,149.00,Cerrado
1039.15,149.25,Cerrado
1039.36,148.75,Cerrado
1039.57,148.75,Cerrado
1039.76,149.00,Cerrado
1039.97,149.25,Cerrado
1040.17,149.25,Cerrado
1040.38,149.50,Cerrado
1040.57,149.50,Cerrado
1040.78,149.50,Cerrado
1040.99,149.25,Cerrado
1041.18,149.25,Cerrado
1041.37,149.50,Cerrado
1041.58,149.50,Cerrado
1041.79,149.25,Cerrado
1042.00,149.25,Cerrado
1042.21,149.25,Cerrado
1042.40,149.25,Cerrado
1042.61,149.50,Cerrado
1042.81,149.50,Cerrado
1043.02,149.50,Cerrado
1043.21,149.75,Cerrado
1043.42,149.25,Cerrado
1043.63,149.25,Cerrado
1043.84,149.50,Cerrado
1044.03,149.25,Cerrado
1044.24,149.50,Cerrado
1044.46,149.50,Cerrado
1044.65,149.50,Cerrado
1044.84,149.25,Cerrado
1045.07,149.50,Cerrado
1045.26,149.00,Cerrado
1045.47,149.25,Cerrado
1045.68,149.50,Cerrado
1045.88,149.50,Cerrado
1046.08,149.75,Cerrado
1046.27,149.25,Cerrado
1046.48,149.75,Cerrado
1046.68,149.50,Cerrado
1046.89,149.00,Cerrado
1047.08,149.25,Cerrado
1047.29,149.50,Cerrado
1047.50,149.50,Cerrado
1047.71,149.25,Cerrado
1047.90,149.25,Cerrado
1048.11,149.75,Cerrado
1048.31,149.75,Cerrado
1048.52,149.25,Cerrado
1048.73,149.50,Cerrado
1048.92,149.75,Cerrado
1049.13,149.00,Cerrado
1049.34,149.75,Cerrado
1049.55,149.50,Cerrado
1049.75,149.50,Cerrado
1049.96,149.50,Cerrado
1050.17,149.50,Cerrado
1050.36,149.50,Cerrado
1050.57,149.50,Cerrado
1050.78,149.25,Cerrado
1050.99,149.75,Cerrado
1051.18,149.00,Cerrado
1051.39,149.25,Cerrado
1051.59,149.50,Cerrado
1051.80,149.50,Cerrado
1051.99,149.00,Cerrado
1052.20,149.00,Cerrado
1052.41,149.25,Cerrado
1052.60,150.00,Cerrado
1052.81,149.50,Cerrado
1053.02,149.75,Cerrado
1053.21,149.50,Cerrado
1053.42,149.75,Cerrado
1053.63,149.25,Cerrado
1053.83,149.25,Cerrado
1054.02,149.25,Cerrado
1054.23,149.50,Cerrado
1054.44,149.50,Cerrado
1054.63,149.75,Cerrado
1054.84,149.75,Cerrado
1055.05,149.75,Cerrado
1055.24,150.00,Cerrado
1055.45,150.00,Cerrado
1055.66,149.50,Cerrado
1055.86,149.00,Cerrado
1056.06,149.75,Cerrado
1056.26,149.50,Cerrado
1056.46,149.00,Cerrado
1056.66,149.75,Cerrado
1056.87,149.75,Cerrado
1057.08,149.75,Cerrado
1057.29,149.75,Cerrado
1057.48,149.75,Cerrado
1057.69,149.00,Cerrado
1057.89,149.75,Cerrado
1058.10,150.00,Cerrado
1058.29,150.00,Cerrado
1058.50,149.75,Cerrado
1058.71,149.75,Cerrado
1058.92,149.25,Cerrado
1059.11,149.75,Cerrado
1059.32,149.25,Cerrado
1059.53,150.00,Cerrado
1059.73,150.00,Cerrado
1059.93,149.75,Cerrado
1060.13,149.50,Cerrado
1060.34,149.75,Cerrado
1060.55,149.75,Cerrado
1060.74,149.75,Cerrado
1060.95,149.75,Cerrado
1061.16,149.50,Cerrado
1061.37,149.75,Cerrado
1061.57,149.50,Cerrado
1061.76,149.75,Cerrado
1061.97,149.75,Cerrado
1062.18,149.50,Cerrado
1062.39,149.50,Cerrado
1062.56,150.00,Cerrado
1062.79,150.00,Cerrado
1062.98,150.00,Cerrado
1063.17,149.50,Cerrado
1063.38,149.75,Cerrado
1063.59,150.00,Cerrado
1063.80,149.75,Cerrado
1063.99,149.50,Cerrado
1064.20,149.75,Cerrado
1064.40,149.75,Cerrado
1064.61,150.00,Cerrado
1064.80,150.00,Cerrado
1065.01,149.75,Cerrado
1065.22,150.00,Cerrado
1065.43,149.75,Cerrado
1065.63,149.75,Cerrado
1065.83,149.50,Cerrado
1066.03,150.00,Cerrado
1066.24,150.00,Cerrado
1066.43,149.75,Cerrado
1066.64,149.50,Cerrado
1066.85,149.75,Cerrado
1067.06,150.00,Cerrado
1067.25,150.00,Cerrado
1067.44,150.00,Cerrado
1067.67,149.75,Cerrado
1067.86,149.75,Cerrado
1068.07,150.25,Cerrado
1068.26,150.25,Cerrado
1068.47,149.75,Cerrado
1068.67,150.00,Cerrado
1068.88,149.75,Cerrado
1069.07,149.75,Cerrado
1069.28,150.00,Cerrado
1069.49,150.00,Cerrado
1069.70,150.00,Cerrado
1069.89,149.75,Cerrado
1070.08,149.75,Cerrado
1070.29,150.00,Cerrado
1070.50,150.00,Cerrado
1070.69,150.00,Cerrado
1070.90,150.00,Cerrado
1071.10,150.25,Cerrado
1071.31,150.25,Cerrado
1071.52,150.00,Cerrado
1071.71,150.25,Cerrado
1071.92,150.00,Cerrado
1072.13,149.75,Cerrado
1072.34,150.25,Cerrado
1072.54,150.00,Cerrado
1072.74,149.75,Cerrado
1072.94,150.00,Cerrado
1073.17,150.25,Cerrado
1073.36,150.25,Cerrado
1073.57,150.00,Cerrado
1073.77,150.00,Cerrado
1073.97,150.25,Cerrado
1074.16,150.00,Cerrado
1074.37,150.00,Cerrado
1074.57,150.00,Cerrado
1074.77,150.25,Cerrado
1074.97,150.25,Cerrado
1075.18,150.25,Cerrado
1075.39,150.25,Cerrado
1075.60,150.25,Cerrado
1075.79,149.75,Cerrado
1076.00,150.25,Cerrado
1076.21,150.25,Cerrado
1076.40,150.00,Cerrado
1076.61,150.25,Cerrado
1076.81,150.25,Cerrado
1077.02,150.25,Cerrado
1077.21,149.75,Cerrado
1077.42,150.25,Cerrado
1077.63,150.25,Cerrado
1077.82,150.00,Cerrado
1078.03,150.50,Cerrado
1078.24,150.25,Cerrado
1078.43,150.00,Cerrado
1078.65,150.00,Cerrado
1078.85,150.00,Cerrado
1079.05,150.25,Cerrado
1079.26,149.75,Cerrado
1079.45,150.25,Cerrado
1079.66,150.25,Cerrado
1079.87,150.25,Cerrado
1080.06,150.25,Cerrado
1080.27,150.25,Cerrado
1080.48,150.50,Cerrado
1080.68,149.50,Cerrado
1080.88,150.25,Cerrado
1081.08,150.00,Cerrado
1081.29,149.75,Cerrado
1081.50,150.00,Cerrado
1081.69,150.25,Cerrado
1081.90,150.00,Cerrado
1082.11,150.25,Cerrado
1082.32,150.25,Cerrado
1082.51,149.50,Cerrado
1082.72,150.00,Cerrado
1082.92,150.00,Cerrado
1083.13,150.25,Cerrado
1083.34,150.25,Cerrado
1083.53,150.25,Cerrado
1083.74,150.25,Cerrado
1083.95,149.75,Cerrado
1084.14,150.25,Cerrado
1084.35,150.00,Cerrado
1084.55,150.25,Cerrado
1084.75,150.25,Cerrado
1084.95,150.25,Cerrado
1085.16,149.75,Cerrado
1085.37,149.75,Cerrado
1085.56,149.75,Cerrado
1085.77,150.25,Cerrado
1085.98,150.00,Cerrado
1086.17,150.00,Cerrado
1086.38,150.25,Cerrado
1086.58,149.75,Cerrado
1086.78,150.00,Cerrado
1086.98,150.00,Cerrado
1087.19,149.75,Cerrado
1087.38,150.00,Cerrado
1087.59,150.00,Cerrado
1087.78,149.75,Cerrado
1087.99,150.00,Cerrado
1088.20,150.25,Cerrado
1088.41,150.50,Cerrado
1088.60,149.50,Cerrado
1088.81,150.25,Cerrado
1089.02,150.00,Cerrado
1089.21,149.75,Cerrado
1089.42,150.00,Cerrado
1089.62,150.00,Cerrado
1089.82,150.00,Cerrado
1090.02,150.25,Cerrado
1090.23,150.25,Cerrado
1090.44,149.50,Cerrado
1090.63,150.25,Cerrado
1090.84,150.00,Cerrado
1091.05,150.25,Cerrado
1091.24,149.75,Cerrado
1091.45,149.50,Cerrado
1091.65,150.25,Cerrado
1091.85,150.25,Cerrado
1092.07,150.50,Cerrado
1092.28,150.25,Cerrado
1092.47,150.25,Cerrado
1092.68,150.25,Cerrado
1092.89,150.25,Cerrado
1093.09,150.25,Cerrado
1093.29,150.00,Cerrado
1093.49,150.25,Cerrado
1093.70,150.25,Cerrado
1093.91,150.50,Cerrado
1094.10,149.75,Cerrado
1094.31,150.25,Cerrado
1094.52,150.25,Cerrado
1094.71,150.25,Cerrado
1094.92,150.00,Cerrado
1095.13,150.50,Cerrado
1095.32,150.25,Cerrado
1095.52,150.25,Cerrado
1095.73,150.50,Cerrado
1095.94,149.25,Cerrado
1096.13,150.25,Cerrado
1096.34,150.00,Cerrado
1096.55,150.50,Cerrado
1096.74,150.50,Cerrado
1096.95,150.50,Cerrado
1097.16,150.75,Cerrado
1097.35,150.25,Cerrado
1097.56,150.50,Cerrado
1097.76,150.50,Cerrado
1097.97,150.50,Cerrado
1098.16,150.50,Cerrado
1098.37,150.50,Cerrado
1098.58,150.00,Cerrado
1098.79,150.50,Cerrado
1099.00,150.50,Cerrado
1099.19,150.25,Cerrado
1099.40,150.50,Cerrado
1099.60,150.25,Cerrado
1099.80,150.50,Cerrado
1100.00,150.50,Cerrado
1100.21,150.50,Cerrado
1100.40,150.50,Cerrado
1100.61,150.25,Cerrado
